Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date,esta
US,North Dakota,34.79962363036264,-117.41221353724379,0.0,0.0,0.0,2020-03-23,si
US,Vermont,65.53796790501386,-155.2416502403512,0.0,0.0,0.0,2020-03-23,si
US,Michigan,46.416944443201665,-111.58677397805317,1.0,0.0,0.0,2020-03-23,si
US,Montana,69.8847986284165,-148.79515351396185,0.0,0.0,0.0,2020-03-23,si
US,Arkansas,32.9278765503189,-111.5583024308561,3.0,0.0,0.0,2020-03-23,si
US,Indiana,44.2810783116929,-98.79913705137635,2.0,0.0,0.0,2020-03-23,si
US,Kansas,47.04359424831274,-112.97645932098047,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,45.76949138017689,-118.16572684826576,0.0,0.0,0.0,2020-03-23,si
US,Louisiana,35.190322673350266,-118.26669937459904,1.0,0.0,0.0,2020-03-23,si
US,Minnesota,68.1640697056721,-155.6845928896348,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,45.765630005938846,-97.9303984983878,0.0,0.0,0.0,2020-03-23,si
US,New Mexico,44.93262646301956,-116.7098153188124,0.0,0.0,0.0,2020-03-23,si
US,North Dakota,44.97471737725349,-93.5782567487898,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,65.5301775358167,-155.5421319989985,0.0,0.0,0.0,2020-03-23,si
US,Oregon,34.28322888224058,-105.48560295590714,1.0,0.0,0.0,2020-03-23,si
US,South Dakota,62.932533276345865,-150.36246901050856,0.0,0.0,0.0,2020-03-23,si
US,Washington,34.798524555125006,-116.23490775391036,23.0,0.0,1.0,2020-03-23,si
US,West Virginia,60.3775340584116,-160.85288663620906,0.0,0.0,0.0,2020-03-23,si
US,Wisconsin,29.979321798628717,-102.37838164887647,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,40.463304826443675,-90.07861073310437,1.0,0.0,0.0,2020-03-23,si
US,Michigan,40.323693278153385,-91.00489796276972,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,41.141876828395866,-121.837870256173,0.0,0.0,0.0,2020-03-23,si
US,Kansas,29.47794665131996,-97.78730316261533,0.0,0.0,0.0,2020-03-23,si
US,Texas,38.12043661207801,-86.10619268654517,0.0,0.0,0.0,2020-03-23,si
US,Washington,33.432430029007215,-107.30866326472602,1.0,0.0,0.0,2020-03-23,si
US,Kentucky,40.71449599609112,-91.78406466530613,0.0,0.0,0.0,2020-03-23,si
US,Texas,65.08279533722083,-144.78719735592787,2.0,0.0,0.0,2020-03-23,si
US,Virginia,65.54188318937676,-159.703604025224,0.0,0.0,0.0,2020-03-23,si
US,Kansas,38.001897586288926,-77.72439309944201,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,43.61948502487549,-116.59275006100196,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,37.17074687945842,-112.22896135716927,0.0,0.0,0.0,2020-03-23,si
US,Wisconsin,48.0472099528272,-112.73748506373187,1.0,0.0,0.0,2020-03-23,si
US,Wisconsin,38.63976741747453,-106.85152772511543,0.0,0.0,0.0,2020-03-23,si
US,West Virginia,47.30706037941276,-118.6056657899289,0.0,0.0,0.0,2020-03-23,si
US,Alabama,40.21394157107177,-103.80402450881914,0.0,0.0,0.0,2020-03-23,si
US,Arkansas,59.35018283902956,-154.0109818957145,1.0,0.0,0.0,2020-03-23,si
US,Georgia,65.42256062684176,-162.2506000218804,0.0,0.0,0.0,2020-03-23,si
US,Illinois,35.6565901826075,-79.1250348783034,0.0,0.0,0.0,2020-03-23,si
US,Indiana,38.05683707562127,-109.31538701244132,1.0,0.0,0.0,2020-03-23,si
US,Iowa,47.959726806098566,-99.56376609326657,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,63.3366253489327,-157.24731512567493,0.0,0.0,0.0,2020-03-23,si
US,Missouri,48.42009848146241,-103.45370233116589,17.0,0.0,0.0,2020-03-23,si
US,New York,34.13759726956703,-107.86402843954974,2.0,0.0,0.0,2020-03-23,si
US,North Carolina,59.92896462913029,-150.86245983180146,0.0,0.0,0.0,2020-03-23,si
US,Ohio,34.75132280975296,-94.09950636394424,1.0,0.0,0.0,2020-03-23,si
US,Pennsylvania,44.33506438553055,-71.44451650377218,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,33.679943291717656,-98.76675054746299,4.0,0.0,0.0,2020-03-23,si
US,Virginia,40.32474482627647,-104.64459240136514,0.0,0.0,0.0,2020-03-23,si
US,Arizona,32.39078177292196,-98.22128211534876,0.0,0.0,0.0,2020-03-23,si
US,Virginia,64.05184627111932,-147.7276142640801,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,43.16668031662345,-124.18433463479346,0.0,0.0,0.0,2020-03-23,si
US,South Carolina,39.39070906253318,-106.27991915607727,31.0,0.0,0.0,2020-03-23,si
US,Kansas,46.65446067495162,-69.7414489773618,0.0,0.0,0.0,2020-03-23,si
US,South Carolina,45.69310214598507,-119.22062070001266,2.0,0.0,0.0,2020-03-23,si
US,Oklahoma,37.96680625568733,-95.06898003439439,0.0,0.0,0.0,2020-03-23,si
US,Texas,48.81861491396293,-96.70355867196619,1.0,0.0,0.0,2020-03-23,si
US,South Dakota,44.39677684798571,-70.56162523905488,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,67.56321558477707,-143.8635707452403,2.0,0.0,0.0,2020-03-23,si
US,North Dakota,35.90716262158787,-101.64269423509619,0.0,0.0,0.0,2020-03-23,si
US,Texas,43.54963805948219,-109.4172342120886,2.0,0.0,0.0,2020-03-23,si
US,Illinois,67.32877455918992,-151.3656703079581,0.0,0.0,0.0,2020-03-23,si
US,Iowa,42.743513662609274,-117.24375650864485,0.0,0.0,0.0,2020-03-23,si
US,Missouri,38.47332209153501,-109.2217854330306,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,59.574663910716964,-138.6250282840212,0.0,0.0,0.0,2020-03-23,si
US,New Mexico,43.50224682426992,-105.80172560220728,0.0,0.0,0.0,2020-03-23,si
US,Texas,61.749059702370715,-141.37083841325114,2.0,0.0,0.0,2020-03-23,si
US,Ohio,40.19568067537843,-74.72686462700065,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,67.21177785448648,-146.91657500119317,11.0,0.0,0.0,2020-03-23,si
US,Florida,38.95024664485176,-109.37109831420216,0.0,0.0,0.0,2020-03-23,si
US,Colorado,32.55413621980252,-89.9766079703346,28.0,0.0,0.0,2020-03-23,si
US,Iowa,64.74169813607364,-158.76292250847942,0.0,0.0,0.0,2020-03-23,si
US,Georgia,43.39151581195736,-76.20387482044312,34.0,0.0,1.0,2020-03-23,si
US,South Dakota,33.277414957721966,-102.65108528907824,0.0,0.0,0.0,2020-03-23,si
US,Georgia,34.23032136267567,-99.6656615313021,0.0,0.0,0.0,2020-03-23,si
US,Alaska,42.03471305664912,-115.81778532076572,0.0,0.0,0.0,2020-03-23,si
US,Alabama,56.07689730599331,-130.8931565751626,0.0,0.0,0.0,2020-03-23,si
US,Texas,61.12792204155916,-160.94322273904592,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,67.9817105702596,-144.1271212053063,0.0,0.0,0.0,2020-03-23,si
US,Virginia,44.25963712892144,-117.28772373598024,0.0,0.0,0.0,2020-03-23,si
US,Georgia,37.31579529742085,-78.56286019089212,10.0,0.0,0.0,2020-03-23,si
US,Nebraska,27.61978390132408,-99.32282176559522,0.0,0.0,0.0,2020-03-23,si
US,Texas,47.477907594483526,-123.10718030293611,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,32.868663279021405,-91.24399429926896,3.0,0.0,0.0,2020-03-23,si
US,Florida,61.06432524378679,-142.32920910073335,0.0,0.0,0.0,2020-03-23,si
US,Illinois,42.34658990523767,-117.99314717281558,0.0,0.0,0.0,2020-03-23,si
US,Indiana,39.20380400886816,-101.41708809863454,18.0,0.0,0.0,2020-03-23,si
US,Iowa,45.93349108009892,-108.16937698260749,0.0,0.0,0.0,2020-03-23,si
US,Kansas,34.64258832684624,-118.28298494220223,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,38.00136905537421,-77.03374822779647,0.0,0.0,0.0,2020-03-23,si
US,New York,48.02366470515938,-105.37737371178403,2.0,0.0,0.0,2020-03-23,si
US,Ohio,37.09052618419648,-95.95366441057982,26.0,0.0,0.0,2020-03-23,si
US,Tennessee,47.15229646191922,-114.82404127052278,12.0,0.0,0.0,2020-03-23,si
US,Texas,40.0629877360981,-80.90198698350707,0.0,0.0,0.0,2020-03-23,si
US,South Dakota,66.4367836858939,-153.90603161996472,0.0,0.0,0.0,2020-03-23,si
US,Massachusetts,48.354987793100456,-107.59534368985108,15.0,0.0,0.0,2020-03-23,si
US,Massachusetts,48.046163729575625,-94.25912314371959,6.0,0.0,0.0,2020-03-23,si
US,West Virginia,37.98834674642766,-115.5234488438542,0.0,0.0,0.0,2020-03-23,si
US,South Carolina,62.925420036812966,-163.4963353698133,0.0,0.0,0.0,2020-03-23,si
US,Virginia,42.90326507319549,-88.73859237134167,0.0,0.0,0.0,2020-03-23,si
US,Georgia,43.45419178523987,-94.2226112702118,0.0,0.0,0.0,2020-03-23,si
US,Illinois,46.46526789359719,-102.45844348249123,0.0,0.0,0.0,2020-03-23,si
US,Indiana,41.2924527542281,-123.46380366226835,2.0,0.0,0.0,2020-03-23,si
US,Iowa,39.79748532605402,-78.22564782440585,2.0,0.0,0.0,2020-03-23,si
US,Kentucky,67.92940935241629,-155.85195551628343,0.0,0.0,0.0,2020-03-23,si
US,Maine,35.092678455709034,-85.56763095741402,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,37.547086204849805,-114.71452801101779,4.0,0.0,1.0,2020-03-23,si
US,Ohio,32.557567993933695,-88.21446240589523,1.0,0.0,0.0,2020-03-23,si
US,Tennessee,47.837148884801444,-121.01924843286827,0.0,0.0,0.0,2020-03-23,si
US,West Virginia,41.39319923308203,-83.04100721718106,0.0,0.0,0.0,2020-03-23,si
US,South Dakota,44.76256565207464,-73.73586357382278,0.0,0.0,0.0,2020-03-23,si
US,Virginia,35.17156559694499,-111.27131315549718,2.0,0.0,0.0,2020-03-23,si
US,Texas,34.75107098822756,-83.5583174419415,0.0,0.0,0.0,2020-03-23,si
US,South Dakota,68.67681551969545,-153.6402732879205,0.0,0.0,0.0,2020-03-23,si
US,Georgia,30.65352248275216,-95.9829964888227,0.0,0.0,0.0,2020-03-23,si
US,Florida,35.96056942958616,-103.98304016816688,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,48.39391328838058,-114.67200968662576,0.0,0.0,0.0,2020-03-23,si
US,Texas,67.30494142297866,-153.2690690113722,0.0,0.0,0.0,2020-03-23,si
US,Illinois,34.1912742239822,-116.97133363759056,0.0,0.0,0.0,2020-03-23,si
US,Iowa,41.92620013940008,-80.0383588363869,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,39.166188512338024,-111.02956336395692,2.0,0.0,0.0,2020-03-23,si
US,Ohio,40.83293570961244,-114.77309556126846,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,70.27319402289133,-157.781133477094,1.0,0.0,0.0,2020-03-23,si
US,Texas,45.64594692458425,-99.12733614932584,2.0,0.0,0.0,2020-03-23,si
US,New Mexico,41.07340127395844,-76.0552446871619,0.0,0.0,0.0,2020-03-23,si
US,South Dakota,32.44438913124317,-113.4516882024812,0.0,0.0,0.0,2020-03-23,si
US,West Virginia,40.43393337761162,-94.52072379935927,0.0,0.0,0.0,2020-03-23,si
US,Maryland,58.50908769161913,-156.93554560978606,5.0,0.0,0.0,2020-03-23,si
US,Kentucky,67.87798780246561,-158.69910779098163,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,68.27226135100933,-151.85735678851535,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,31.911927023021438,-85.62446736142442,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,68.33043006184431,-159.87746516923403,8.0,0.0,0.0,2020-03-23,si
US,Oregon,34.71428555640675,-120.5882321814135,0.0,0.0,0.0,2020-03-23,si
US,Kansas,30.729365572486063,-104.59964460586488,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,69.15219732684892,-151.15187970851304,0.0,0.0,0.0,2020-03-23,si
US,Georgia,60.12652992313065,-155.74504125706542,0.0,0.0,0.0,2020-03-23,si
US,Texas,43.281228881966236,-70.78084695649095,78.0,0.0,1.0,2020-03-23,si
US,Indiana,70.29316560755049,-148.1362674879106,0.0,0.0,0.0,2020-03-23,si
US,Iowa,58.18159528952997,-135.54417791694033,3.0,0.0,0.0,2020-03-23,si
US,Kentucky,62.66495453723193,-146.36368859529603,8.0,0.0,0.0,2020-03-23,si
US,Mississippi,41.67225807792316,-103.38401109470627,21.0,0.0,0.0,2020-03-23,si
US,Missouri,59.30056882208397,-155.575452300856,0.0,0.0,0.0,2020-03-23,si
US,Ohio,40.82189528004779,-83.69819565065423,0.0,0.0,0.0,2020-03-23,si
US,Texas,43.13051357504447,-75.76959697479288,0.0,0.0,0.0,2020-03-23,si
US,West Virginia,42.215165158018735,-90.31990181582157,0.0,0.0,0.0,2020-03-23,si
US,Virginia,46.74663684538454,-114.92497397851785,1.0,0.0,0.0,2020-03-23,si
US,Georgia,37.741662757414126,-99.00497142973275,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,37.66603077570494,-101.02289827378758,0.0,0.0,0.0,2020-03-23,si
US,Connecticut,29.251271194948103,-99.44390475283845,61.0,0.0,2.0,2020-03-23,si
US,Texas,47.21625990322907,-89.97654084586462,0.0,0.0,0.0,2020-03-23,si
US,Kansas,43.335449106437736,-104.9304435978646,0.0,0.0,0.0,2020-03-23,si
US,Kansas,39.19890241042863,-116.77892572482975,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,47.61968025196997,-105.70122202142164,0.0,0.0,0.0,2020-03-23,si
US,Texas,41.41934633904316,-102.41901042148167,0.0,0.0,0.0,2020-03-23,si
US,Hawaii,69.83870137754707,-155.98943641011888,3.0,0.0,0.0,2020-03-23,si
US,Tennessee,38.87392156383772,-77.49633348799851,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,42.39780537308078,-115.74357773498093,0.0,0.0,0.0,2020-03-23,si
US,Texas,31.04278020559276,-94.69422190892585,7.0,0.0,0.0,2020-03-23,si
US,North Carolina,62.03937761416523,-147.78533789584642,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,37.745432955140295,-97.57680816544642,0.0,0.0,0.0,2020-03-23,si
US,Georgia,67.9010656125829,-148.78007825485008,1.0,0.0,0.0,2020-03-23,si
US,Texas,34.48518385095979,-103.52788107451653,0.0,0.0,0.0,2020-03-23,si
US,Arkansas,30.31480115394671,-101.0335780519279,0.0,0.0,0.0,2020-03-23,si
US,Illinois,41.63674956491771,-98.58307397837773,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,63.92648432295434,-152.65105166735228,2.0,0.0,0.0,2020-03-23,si
US,North Carolina,33.22963987862528,-110.8863261580392,2.0,0.0,0.0,2020-03-23,si
US,Tennessee,69.39454286668379,-151.52249884790754,0.0,0.0,0.0,2020-03-23,si
US,Texas,60.78537346911368,-156.0677556070067,0.0,0.0,0.0,2020-03-23,si
US,Indiana,61.38774726429875,-148.13488154500126,8.0,0.0,0.0,2020-03-23,si
US,Florida,40.461770850182795,-88.70964775840078,0.0,0.0,0.0,2020-03-23,si
US,Minnesota,38.953962671937944,-100.45356548139492,89.0,0.0,0.0,2020-03-23,si
US,Virginia,41.773916026696575,-74.73346864346163,11.0,0.0,0.0,2020-03-23,si
US,Alabama,36.59361687005008,-77.14388690848341,0.0,0.0,0.0,2020-03-23,si
US,Georgia,38.70079281033703,-80.08121669683182,9.0,0.0,0.0,2020-03-23,si
US,Illinois,34.109683369159924,-87.13345454251044,0.0,0.0,0.0,2020-03-23,si
US,Indiana,69.19293855651895,-146.1462745225281,0.0,0.0,0.0,2020-03-23,si
US,Iowa,42.94414717227446,-72.15172246900325,1.0,0.0,0.0,2020-03-23,si
US,Kentucky,29.73072585606918,-103.68992482478512,0.0,0.0,0.0,2020-03-23,si
US,Missouri,39.986422682906905,-105.3798033245603,1.0,0.0,0.0,2020-03-23,si
US,Ohio,57.09353781567262,-134.4245652976348,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,46.347856281779976,-119.73381005176894,0.0,0.0,0.0,2020-03-23,si
US,Virginia,48.3086192659795,-93.43707205603268,0.0,0.0,0.0,2020-03-23,si
US,New York,30.43908415286581,-101.67963746616448,3.0,0.0,0.0,2020-03-23,si
US,Florida,42.07843488882105,-116.73305097096423,5.0,0.0,0.0,2020-03-23,si
US,North Carolina,48.01031225198524,-97.37023732959966,1.0,0.0,0.0,2020-03-23,si
US,North Dakota,67.0847513413426,-156.10089832975194,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,34.6792950325769,-77.01954731934762,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,39.546112976352546,-113.46946280440228,0.0,0.0,0.0,2020-03-23,si
US,Missouri,40.58946235889446,-84.3976231582148,0.0,0.0,0.0,2020-03-23,si
US,New Mexico,43.80247996420802,-105.47508767181442,0.0,0.0,0.0,2020-03-23,si
US,Texas,38.632512158709176,-93.45185286638372,2.0,0.0,0.0,2020-03-23,si
US,Ohio,67.61609973470598,-152.9661401907156,1.0,0.0,0.0,2020-03-23,si
US,Virginia,30.18251546928289,-104.41965376891726,0.0,0.0,0.0,2020-03-23,si
US,Florida,67.24425037130725,-163.76455089993283,2.0,0.0,0.0,2020-03-23,si
US,Montana,69.47665603761445,-141.64128700458014,0.0,0.0,0.0,2020-03-23,si
US,Texas,58.20641924756701,-155.9011299761163,0.0,0.0,0.0,2020-03-23,si
US,Florida,37.617064691411485,-83.59779574342764,75.0,0.0,0.0,2020-03-23,si
US,New Hampshire,28.626524293475356,-98.03693536249085,16.0,0.0,1.0,2020-03-23,si
US,Michigan,45.46409991302406,-103.29063115201089,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,30.260545351814212,-104.20283072375946,24.0,0.0,0.0,2020-03-23,si
US,Colorado,41.203212825683565,-98.12518507422283,1.0,0.0,0.0,2020-03-23,si
US,Nebraska,41.661297281116305,-76.08548927401145,0.0,0.0,0.0,2020-03-23,si
US,Ohio,41.74509820019967,-80.46174347568608,0.0,0.0,0.0,2020-03-23,si
US,Texas,36.41745973845552,-100.1014456395939,3.0,0.0,0.0,2020-03-23,si
US,Kansas,43.090442039877324,-106.27550516352514,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,42.12667920421948,-102.64758359683111,1.0,0.0,0.0,2020-03-23,si
US,Florida,43.93815305154804,-107.7443417820282,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,46.97381427566691,-120.20548068516908,6.0,0.0,0.0,2020-03-23,si
US,Ohio,65.6670620101393,-142.08243492012008,0.0,0.0,0.0,2020-03-23,si
US,Missouri,43.24859957586963,-74.55715323015754,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,39.45915961579468,-76.45465131087245,0.0,0.0,0.0,2020-03-23,si
US,Hawaii,38.82639017379702,-113.85291462507988,41.0,0.0,0.0,2020-03-23,si
US,Texas,63.992809222142874,-143.9916609565641,0.0,0.0,0.0,2020-03-23,si
US,Oregon,45.70601038944656,-83.63765177023747,1.0,0.0,0.0,2020-03-23,si
US,Nebraska,29.607962991862742,-103.9853765547226,0.0,0.0,0.0,2020-03-23,si
US,Alaska,60.60218581605482,-141.88045521775365,0.0,0.0,0.0,2020-03-23,si
US,Virginia,47.46624290391079,-104.71491676311778,0.0,0.0,0.0,2020-03-23,si
US,Kentucky,38.69834774306133,-91.52978699636817,0.0,0.0,0.0,2020-03-23,si
US,Texas,40.272467114838705,-105.59397403490748,0.0,0.0,0.0,2020-03-23,si
US,South Carolina,48.757939731603685,-102.47489756878224,16.0,0.0,0.0,2020-03-23,si
US,Arkansas,65.45833769866945,-143.41065692154615,0.0,0.0,0.0,2020-03-23,si
US,Wyoming,46.026251943531335,-86.6080701678031,0.0,0.0,0.0,2020-03-23,si
US,Michigan,48.26751128913635,-95.66462936877697,0.0,0.0,0.0,2020-03-23,si
US,Alabama,42.85728062036,-72.92283788590956,1.0,0.0,0.0,2020-03-23,si
US,Georgia,43.35980189966999,-71.9204641702672,1.0,0.0,0.0,2020-03-23,si
US,Minnesota,66.22131831281155,-145.49886373143167,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,63.985366180625775,-150.3411014344034,1.0,0.0,0.0,2020-03-23,si
US,Texas,60.592499357708974,-154.31272775273746,0.0,0.0,0.0,2020-03-23,si
US,Arkansas,43.053836972380935,-120.4609788879356,0.0,0.0,0.0,2020-03-23,si
US,Indiana,41.110140877949775,-91.16008056610728,6.0,0.0,0.0,2020-03-23,si
US,Iowa,35.22019585439215,-81.07409497105539,0.0,0.0,0.0,2020-03-23,si
US,Maryland,43.93492441581708,-96.47011738937076,26.0,0.0,0.0,2020-03-23,si
US,Missouri,44.53762998088746,-69.38139677707188,0.0,0.0,0.0,2020-03-23,si
US,Nebraska,41.138160339504694,-80.85390824760147,0.0,0.0,0.0,2020-03-23,si
US,Texas,67.71504340219694,-157.8815366883089,0.0,0.0,0.0,2020-03-23,si
US,Missouri,34.85959154829795,-89.99564182151914,0.0,0.0,0.0,2020-03-23,si
US,Minnesota,67.98227023328316,-152.20027051515277,0.0,0.0,0.0,2020-03-23,si
US,New Jersey,38.90942562635486,-88.26994666516771,190.0,0.0,1.0,2020-03-23,si
US,Texas,32.00516048142187,-89.44100877863107,0.0,0.0,0.0,2020-03-23,si
US,Colorado,40.9130725813867,-100.55331005893201,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,67.45335079082547,-146.4274473701497,0.0,0.0,0.0,2020-03-23,si
US,South Dakota,46.09356685283632,-93.44511756650441,1.0,0.0,0.0,2020-03-23,si
US,California,47.98904506146735,-111.12295923263736,2.0,0.0,0.0,2020-03-23,si
US,Iowa,40.43657458421839,-74.128401365841,0.0,0.0,0.0,2020-03-23,si
US,Nevada,36.168740990670784,-89.3388712336408,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,39.09027064876183,-82.46405263671252,1.0,0.0,0.0,2020-03-23,si
US,Tennessee,40.68853191230949,-101.21355066891125,0.0,0.0,0.0,2020-03-23,si
US,Texas,41.654048206988975,-107.07425543186119,0.0,0.0,0.0,2020-03-23,si
US,New Jersey,37.65845817278495,-92.78780287981395,18.0,0.0,0.0,2020-03-23,si
US,Pennsylvania,44.647905144702634,-112.81569164569025,0.0,0.0,0.0,2020-03-23,si
US,Indiana,32.117285810768074,-101.83596770251812,0.0,0.0,0.0,2020-03-23,si
US,Michigan,62.8620297566063,-158.71390448231833,0.0,0.0,0.0,2020-03-23,si
US,Ohio,38.954507290961814,-123.53570811981635,1.0,0.0,0.0,2020-03-23,si
US,South Dakota,37.18187485796176,-88.45504787676259,0.0,0.0,0.0,2020-03-23,si
US,Texas,42.32405040100166,-85.52155627015222,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,31.91185394383599,-100.91715817561344,1.0,0.0,0.0,2020-03-23,si
US,South Dakota,63.64766277451324,-155.50314695302643,0.0,0.0,0.0,2020-03-23,si
US,Louisiana,35.269601767878896,-111.56910570970587,3.0,0.0,0.0,2020-03-23,si
US,Louisiana,32.79458733583671,-95.936423484518,10.0,0.0,0.0,2020-03-23,si
US,Iowa,67.99393719065299,-154.8251082551861,0.0,0.0,0.0,2020-03-23,si
US,Idaho,32.25564034806919,-112.09087800896977,0.0,0.0,0.0,2020-03-23,si
US,California,48.08897793666552,-118.19644905456522,6.0,0.0,0.0,2020-03-23,si
US,Arkansas,66.26220136699578,-158.27177542676736,3.0,0.0,0.0,2020-03-23,si
US,Florida,58.01052145069033,-133.22951832093196,10.0,0.0,0.0,2020-03-23,si
US,Pennsylvania,33.99396117885576,-84.83593263829832,0.0,0.0,0.0,2020-03-23,si
US,Michigan,63.78382183619807,-146.46342121230805,12.0,0.0,0.0,2020-03-23,si
US,California,69.79597673345049,-147.91358290952866,0.0,0.0,0.0,2020-03-23,si
US,Michigan,38.680861300364924,-118.16238627764089,0.0,0.0,0.0,2020-03-23,si
US,Michigan,36.13926371999322,-120.25788258595952,0.0,0.0,0.0,2020-03-23,si
US,Iowa,47.04325780259932,-114.07195943330302,0.0,0.0,0.0,2020-03-23,si
US,Wisconsin,42.843989182204005,-84.96606797326862,0.0,0.0,0.0,2020-03-23,si
US,North Carolina,42.71023396204807,-73.2766010244947,8.0,0.0,0.0,2020-03-23,si
US,Texas,34.77371927773665,-88.31394623058813,0.0,0.0,0.0,2020-03-23,si
US,Michigan,42.30126392636334,-98.01089795066723,0.0,0.0,0.0,2020-03-23,si
US,Missouri,42.90468104525601,-73.86633342169407,0.0,0.0,0.0,2020-03-23,si
US,Utah,31.262431319699957,-91.83668914175357,0.0,0.0,0.0,2020-03-23,si
US,Wisconsin,39.5841516148336,-99.12997545766929,0.0,0.0,0.0,2020-03-23,si
US,Illinois,44.37866083862544,-102.04828440848266,0.0,0.0,0.0,2020-03-23,si
US,Georgia,41.51098684346235,-97.1034175768204,0.0,0.0,0.0,2020-03-23,si
US,Michigan,39.71426767361048,-123.4064239167603,0.0,0.0,0.0,2020-03-23,si
US,Minnesota,42.34157662228764,-111.9425233161381,0.0,0.0,0.0,2020-03-23,si
US,Washington,36.629548387590305,-87.93681404127626,25.0,0.0,1.0,2020-03-23,si
US,Virginia,32.314118725540006,-95.89774152642124,1.0,0.0,0.0,2020-03-23,si
US,Mississippi,44.45883378719621,-86.04180551708373,0.0,0.0,0.0,2020-03-23,si
US,Minnesota,37.145330810831865,-98.26181849892997,0.0,0.0,0.0,2020-03-23,si
US,Mississippi,36.015388267140395,-94.53791184213318,3.0,0.0,0.0,2020-03-23,si
US,Arkansas,31.467498277932215,-104.82040275644096,0.0,0.0,0.0,2020-03-23,si
US,Texas,41.908552804990784,-87.36849504058324,0.0,0.0,0.0,2020-03-23,si
US,Alabama,39.48226704146615,-114.34552299398412,1.0,0.0,0.0,2020-03-23,si
US,Arkansas,34.839839896279365,-109.79417128211414,0.0,0.0,0.0,2020-03-23,si
US,Colorado,47.104668711967804,-122.78781644170363,0.0,0.0,0.0,2020-03-23,si
US,Florida,44.81714929151924,-118.08514380473947,1.0,0.0,0.0,2020-03-23,si
US,Georgia,34.753868256304315,-86.67816610484479,0.0,0.0,0.0,2020-03-23,si
US,Illinois,63.543018461295325,-141.2028607490447,1.0,0.0,0.0,2020-03-23,si
US,Indiana,31.446741726228712,-94.0953453894012,0.0,0.0,0.0,2020-03-23,si
US,Iowa,35.51787429941636,-90.0484343821737,0.0,0.0,0.0,2020-03-23,si
US,Kansas,70.89736542646102,-157.00760988296537,1.0,0.0,0.0,2020-03-23,si
US,Kentucky,38.41379118874984,-120.93135533750348,0.0,0.0,0.0,2020-03-23,si
US,Louisiana,39.31510751145264,-74.98304495483646,0.0,0.0,0.0,2020-03-23,si
US,Michigan,41.90410092145031,-119.96341856547991,1.0,0.0,0.0,2020-03-23,si
US,Minnesota,43.119225532932404,-87.18806542124095,1.0,0.0,0.0,2020-03-23,si
US,Mississippi,41.95319781196926,-76.15284201357113,7.0,0.0,0.0,2020-03-23,si
US,Missouri,34.01994950137326,-105.21502514445704,10.0,0.0,1.0,2020-03-23,si
US,North Carolina,28.831951876676012,-97.87090203294574,1.0,0.0,0.0,2020-03-23,si
US,Ohio,33.172447313065824,-92.34778902690688,0.0,0.0,0.0,2020-03-23,si
US,Oklahoma,32.29396584399593,-96.71155528014307,1.0,0.0,0.0,2020-03-23,si
US,Oregon,63.37552255202647,-157.13376683505192,2.0,0.0,0.0,2020-03-23,si
US,South Dakota,63.58792532168418,-144.58752915648552,0.0,0.0,0.0,2020-03-23,si
US,Tennessee,40.36924149060276,-107.70597657616486,0.0,0.0,0.0,2020-03-23,si
