Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date,esta
Brazil,,3.5409759238039236,-60.62521591357795,,,,2020-01-23,si
Colombia,,3.6379140977340443,-67.72333919049038,,,,2020-01-23,si
China,Hubei,38.94941362599738,90.04596329071714,549.0,31.0,24.0,2020-01-24,si
China,Guangdong,33.20651407314468,103.33316187587987,53.0,2.0,,2020-01-24,si
China,Zhejiang,46.80021504626555,133.5851907580327,43.0,1.0,,2020-01-24,si
China,Beijing,40.69362449417237,89.05227702499077,36.0,1.0,,2020-01-24,si
China,Chongqing,21.474565263444283,110.81251652889222,27.0,,,2020-01-24,si
China,Hunan,40.86050349207872,97.51991460628379,24.0,,,2020-01-24,si
China,Guangxi,48.467150684205066,122.59893159984034,23.0,,,2020-01-24,si
China,Shanghai,34.920511493806146,107.80287523638228,20.0,1.0,,2020-01-24,si
China,Jiangxi,38.96255257963497,77.46400271017531,18.0,,,2020-01-24,si
China,Sichuan,33.96465475493952,108.70533451729484,15.0,,,2020-01-24,si
China,Shandong,36.83099950908069,77.10452708687598,15.0,,,2020-01-24,si
China,Anhui,27.0506608083019,113.28350336647685,15.0,,,2020-01-24,si
China,Fujian,29.95482556828187,101.81727213294332,10.0,,,2020-01-24,si
China,Henan,33.452967218542824,88.53257458439106,9.0,,,2020-01-24,si
China,Jiangsu,32.684054311889845,109.61584938266327,9.0,,,2020-01-24,si
China,Hainan,31.631428260358188,102.55725481116141,8.0,,,2020-01-24,si
China,Tianjin,31.106663783283164,85.14584650301629,8.0,,,2020-01-24,si
China,Yunnan,22.99723686396434,109.21410974676576,5.0,,,2020-01-24,si
China,Shaanxi,41.499490528083406,82.09321659522264,5.0,,,2020-01-24,si
China,Heilongjiang,37.87096118780961,79.45495942537474,4.0,,1.0,2020-01-24,si
China,Liaoning,31.43108362958883,81.81435378472189,4.0,,,2020-01-24,si
China,Guizhou,44.24431804582754,128.17657088755402,3.0,,,2020-01-24,si
China,Jilin,32.36512390537513,80.76260435098995,3.0,,,2020-01-24,si
Taiwan,Taiwan,24.63305170059202,121.36500189885491,3.0,,,2020-01-24,si
China,Ningxia,39.514715922989176,113.70906980365368,2.0,,,2020-01-24,si
Hong Kong,Hong Kong,22.378634449901583,114.24749359848425,2.0,,,2020-01-24,si
Macau,Macau,22.1667,113.55,2.0,,,2020-01-24,si
China,Hebei,28.232988532640565,111.44224637949459,2.0,,1.0,2020-01-24,si
China,Gansu,32.044549750695666,89.61593189267181,2.0,,,2020-01-24,si
China,Xinjiang,40.28417198925312,78.6756014671171,2.0,,,2020-01-24,si
China,Shanxi,27.249956336862837,102.64445178287819,1.0,,,2020-01-24,si
China,Inner Mongolia,47.00159597524862,124.42810044512206,1.0,,,2020-01-24,si
China,Qinghai,46.447064020802074,130.53393630959005,,,,2020-01-24,si
US,Washington,59.59350177691338,-155.9457727976445,1.0,,,2020-01-24,si
US,Chicago,48.17206166153507,-118.9424176008699,1.0,,,2020-01-24,si
Japan,,31.889366919471403,131.240552145316,2.0,,,2020-01-24,si
Thailand,,14.06092677598438,101.99708005723545,5.0,,,2020-01-24,si
South Korea,,35.253102152418414,128.75657862586093,2.0,,,2020-01-24,si
Singapore,,1.3927455882938238,103.88695831420615,3.0,,,2020-01-24,si
Vietnam,,21.03385563465482,107.0375148083761,2.0,,,2020-01-24,si
France,,43.15745460306083,2.710309676965508,2.0,,,2020-01-24,si
China,Hubei,43.913046047732394,117.0831775112763,761.0,32.0,40.0,2020-01-25,si
China,Guangdong,43.67420880398255,130.61923861431694,78.0,2.0,,2020-01-25,si
China,Zhejiang,34.89948011933211,106.75157864824845,62.0,1.0,,2020-01-25,si
China,Chongqing,32.03736557695958,113.99891030802519,57.0,,,2020-01-25,si
China,Hunan,42.50289216125524,100.09857912899399,43.0,,,2020-01-25,si
China,Beijing,26.39817324844722,101.92118761794387,41.0,2.0,,2020-01-25,si
China,Anhui,34.44114004932021,101.51865111238766,39.0,,,2020-01-25,si
China,Shanghai,22.11793107284646,112.13058473514526,33.0,1.0,,2020-01-25,si
China,Henan,27.865328122443263,116.7739872949644,32.0,,,2020-01-25,si
China,Sichuan,44.85457922616338,91.39318398762653,28.0,,,2020-01-25,si
China,Shandong,36.68325156023299,77.50989543575092,27.0,,,2020-01-25,si
China,Guangxi,27.59213472734489,103.0036491632971,23.0,,,2020-01-25,si
China,Hainan,38.21708517157929,94.12541342402871,19.0,,,2020-01-25,si
China,Jiangxi,43.39303777278915,87.31138866875447,18.0,,,2020-01-25,si
China,Fujian,40.996744572559074,109.07708327378595,18.0,,,2020-01-25,si
China,Jiangsu,33.271188394894956,106.81433621556239,18.0,1.0,,2020-01-25,si
China,Liaoning,51.20450238943322,120.39836461590178,17.0,,,2020-01-25,si
China,Shaanxi,26.510069901831677,100.97907687011286,15.0,,,2020-01-25,si
China,Yunnan,35.85465801373196,87.41755782552428,11.0,,,2020-01-25,si
China,Tianjin,29.57387620491957,120.51258180938773,10.0,,,2020-01-25,si
China,Heilongjiang,39.19409384271779,84.40462293563874,9.0,,1.0,2020-01-25,si
China,Hebei,34.409200369412886,93.48072366300039,8.0,,1.0,2020-01-25,si
China,Inner Mongolia,52.54648904788156,125.49294622984804,7.0,,,2020-01-25,si
China,Shanxi,46.48807816658025,83.7663577570903,6.0,,,2020-01-25,si
Hong Kong,Hong Kong,22.48228405103861,114.09941900205605,5.0,,,2020-01-25,si
China,Guizhou,42.872162383691304,113.44039118052255,4.0,,,2020-01-25,si
China,Jilin,23.988413128877763,101.44362320108377,4.0,,,2020-01-25,si
China,Gansu,35.601455783605104,90.06090168870624,4.0,,,2020-01-25,si
China,Ningxia,38.461765633866165,103.65157691586072,3.0,,,2020-01-25,si
Taiwan,Taiwan,24.210319886437336,121.2059102986049,3.0,,,2020-01-25,si
China,Xinjiang,41.94545375939349,80.4741129557422,3.0,,,2020-01-25,si
Macau,Macau,22.1667,113.55,2.0,,,2020-01-25,si
China,Qinghai,46.702337210643755,86.02767566241833,1.0,,,2020-01-25,si
US,Washington,33.73230562523695,-106.64362774628994,1.0,,,2020-01-25,si
US,Illinois,31.136912234802523,-84.82040980821898,1.0,,,2020-01-25,si
Japan,,39.96300892069654,140.12374536756857,2.0,,,2020-01-25,si
Thailand,,18.816403843444736,100.03772693953474,7.0,,,2020-01-25,si
South Korea,,38.406271016801554,128.27284122234806,2.0,,,2020-01-25,si
Singapore,,1.3814868288723223,103.81489835267332,3.0,,,2020-01-25,si
Vietnam,,20.656878925770794,106.13805309874,2.0,,,2020-01-25,si
France,,43.689535816786844,5.542361771278834,3.0,,,2020-01-25,si
Australia,,-28.996354820357844,145.50868375318547,4.0,,,2020-01-25,si
Nepal,,29.700469325766946,82.36565203180544,1.0,,,2020-01-25,si
Malaysia,,3.5316899097347134,102.99770107388031,3.0,,,2020-01-25,si
China,Hubei,33.92190852471054,89.25764862000692,1058.0,42.0,52.0,2020-01-26,si
China,Guangdong,44.88738366732028,91.83216007888782,111.0,2.0,,2020-01-26,si
China,Zhejiang,26.461024508190654,102.29818517064392,104.0,1.0,,2020-01-26,si
China,Henan,38.40937549790095,107.71876191673003,83.0,,1.0,2020-01-26,si
China,Chongqing,36.674356407974976,98.80132607387507,75.0,,,2020-01-26,si
China,Hunan,49.099704642446916,117.99653233659836,69.0,,,2020-01-26,si
China,Beijing,44.22659523235252,82.4958560910799,68.0,2.0,,2020-01-26,si
China,Anhui,40.02084958617476,85.61985552665031,60.0,,,2020-01-26,si
China,Shandong,37.963881179061936,108.45755163876748,46.0,,,2020-01-26,si
China,Sichuan,33.94841829673803,89.12903974884708,44.0,,,2020-01-26,si
China,Shanghai,39.492965388737055,84.70313248820491,40.0,1.0,1.0,2020-01-26,si
China,Guangxi,32.12019819919215,106.93091227790657,36.0,,,2020-01-26,si
China,Jiangxi,45.05802520352438,86.24375273426047,36.0,,,2020-01-26,si
China,Fujian,27.024483619277248,116.34602713565758,35.0,,,2020-01-26,si
China,Jiangsu,35.187857393090994,95.41655192376918,33.0,1.0,,2020-01-26,si
China,Hainan,45.55232341401772,126.54708272140726,22.0,,,2020-01-26,si
China,Shaanxi,35.40633134155279,88.62151941648797,22.0,,,2020-01-26,si
China,Liaoning,47.88529714590739,86.76045452922227,21.0,,,2020-01-26,si
China,Yunnan,33.4244240363336,106.84379358807276,16.0,,,2020-01-26,si
China,Heilongjiang,48.01023258563499,119.5292491769705,15.0,,1.0,2020-01-26,si
China,Tianjin,33.68686472955473,113.37854541444918,14.0,,,2020-01-26,si
China,Hebei,39.71107231462604,116.86935549159855,13.0,,1.0,2020-01-26,si
China,Shanxi,39.103242158567916,75.60551197476885,9.0,,,2020-01-26,si
Hong Kong,Hong Kong,22.487798489005954,114.07195223417902,8.0,,,2020-01-26,si
China,Inner Mongolia,46.80362463792857,132.6834017707721,7.0,,,2020-01-26,si
China,Gansu,34.25878670922161,118.49706934623306,7.0,,,2020-01-26,si
China,Guizhou,44.99174494537283,127.53028736128624,5.0,,,2020-01-26,si
Macau,Macau,22.1667,113.55,5.0,,,2020-01-26,si
China,Ningxia,28.664986263805663,102.83285873388436,4.0,,,2020-01-26,si
China,Jilin,43.39982100037837,119.78632965553395,4.0,,,2020-01-26,si
Taiwan,Taiwan,23.445824454893287,120.63917495623654,4.0,,,2020-01-26,si
China,Xinjiang,38.80790792593175,117.16986977270068,4.0,,,2020-01-26,si
China,Qinghai,39.93887097868927,99.50021941292547,1.0,,,2020-01-26,si
US,Washington,46.6480284345019,-112.64245587533249,1.0,,,2020-01-26,si
US,Illinois,58.24610562268634,-154.53367956979716,1.0,,,2020-01-26,si
US,California,67.11664687628391,-155.7561213591448,2.0,,,2020-01-26,si
US,Arizona,67.27818702910574,-156.59783610732845,1.0,,,2020-01-26,si
Japan,,35.90540505300437,139.02499189569002,4.0,1.0,,2020-01-26,si
Thailand,,18.919880682856366,99.2876718744877,8.0,2.0,,2020-01-26,si
South Korea,,38.396196999161766,128.34964898238306,3.0,,,2020-01-26,si
Singapore,,1.3238462124475783,103.83471761098326,4.0,,,2020-01-26,si
Vietnam,,22.221742788369674,105.35095057480748,2.0,,,2020-01-26,si
France,,42.948738831911726,2.2311885824750277,3.0,,,2020-01-26,si
Australia,,-17.545464789850683,123.41232397131556,4.0,,,2020-01-26,si
Nepal,,28.493411743918188,83.3443237605512,1.0,,,2020-01-26,si
Malaysia,,1.7486221856086548,103.83673719978427,4.0,,,2020-01-26,si
Canada,Ontario,53.53385180916004,-70.8020735178485,1.0,,,2020-01-26,si
China,Hubei,34.40733435792353,89.96438700269948,1423.0,45.0,76.0,2020-01-27,si
China,Guangdong,40.690982806341935,109.53895995476861,151.0,4.0,,2020-01-27,si
China,Zhejiang,32.70375861015195,94.52056506471942,128.0,1.0,,2020-01-27,si
China,Henan,29.672892952539513,107.28275292470013,128.0,,1.0,2020-01-27,si
China,Chongqing,37.829230657103786,108.60004456613859,110.0,,,2020-01-27,si
China,Hunan,30.059501729285294,112.12117139376127,100.0,,,2020-01-27,si
China,Beijing,38.7467796308149,116.43619821025433,80.0,2.0,1.0,2020-01-27,si
China,Shandong,32.575353451353386,97.9056671175282,75.0,,,2020-01-27,si
China,Jiangxi,40.193362849412175,108.38996911843775,72.0,2.0,,2020-01-27,si
China,Anhui,33.224942807893825,118.10115570483921,70.0,,,2020-01-27,si
China,Sichuan,40.347961351966276,114.83163805076978,69.0,,,2020-01-27,si
China,Fujian,39.44805751316316,117.65168011130767,59.0,,,2020-01-27,si
China,Shanghai,38.40962614682091,90.78060563366655,53.0,3.0,1.0,2020-01-27,si
China,Jiangsu,49.59873495029338,122.57909189014684,47.0,1.0,,2020-01-27,si
China,Guangxi,28.695391210048342,120.05053551872521,46.0,,,2020-01-27,si
China,Shaanxi,33.051905687668395,79.51637082895336,35.0,,,2020-01-27,si
China,Hainan,28.003117662254606,116.86995770641337,33.0,,1.0,2020-01-27,si
China,Liaoning,30.094867488845914,84.96051988519868,27.0,,,2020-01-27,si
China,Yunnan,41.895665217245195,86.10014469453917,26.0,,,2020-01-27,si
China,Tianjin,21.6252259879803,108.08286453814503,23.0,,,2020-01-27,si
China,Heilongjiang,38.25151572132097,97.68540908687083,21.0,,1.0,2020-01-27,si
China,Hebei,41.347590032936495,120.93361379314037,18.0,,1.0,2020-01-27,si
China,Gansu,31.937171905185796,114.08861157667062,14.0,,,2020-01-27,si
China,Shanxi,43.54314177871957,81.84215989572145,13.0,,,2020-01-27,si
China,Inner Mongolia,40.3947639662611,124.09208636685148,11.0,,,2020-01-27,si
Hong Kong,Hong Kong,22.22890440398577,113.98546565315547,8.0,,,2020-01-27,si
China,Guizhou,30.71624045147801,111.04373486502445,7.0,,,2020-01-27,si
China,Ningxia,34.00188129115788,87.73944134928641,7.0,,,2020-01-27,si
China,Jilin,40.26683063717135,85.05588893372013,6.0,,,2020-01-27,si
Macau,Macau,22.1667,113.55,6.0,,,2020-01-27,si
China,Qinghai,32.974608563101555,102.35329573307445,6.0,,,2020-01-27,si
Taiwan,Taiwan,24.536593459877164,120.70823584779912,5.0,,,2020-01-27,si
China,Xinjiang,44.39659005968023,112.4688977874835,5.0,,,2020-01-27,si
US,Washington,39.68740980211295,-88.92902442453082,1.0,,,2020-01-27,si
US,Illinois,39.01794231545017,-105.2932859496425,1.0,,,2020-01-27,si
US,California,37.50102630979279,-93.46183341999478,2.0,,,2020-01-27,si
US,Arizona,35.7538343065532,-90.48921001108886,1.0,,,2020-01-27,si
Japan,,44.515598255156874,142.96680317226298,4.0,1.0,,2020-01-27,si
Thailand,,18.087993536986147,101.11218467930134,8.0,2.0,,2020-01-27,si
South Korea,,37.48720620468151,126.46839370033516,4.0,,,2020-01-27,si
Singapore,,1.374297247588443,103.76772547504179,5.0,,,2020-01-27,si
Vietnam,,10.894611163658944,107.78446882036654,2.0,,,2020-01-27,si
France,,2.4122181254523483,-52.946939894113214,3.0,,,2020-01-27,si
Nepal,,27.9278444644032,83.29807264955956,1.0,,,2020-01-27,si
Malaysia,,5.593535538699068,116.62265521352367,4.0,,,2020-01-27,si
Canada,Ontario,51.710992866240055,-91.87661049009238,1.0,,,2020-01-27,si
Cambodia,,11.48605367502854,104.16240826076893,1.0,,,2020-01-27,si
Sri Lanka,,7.020971420461084,81.3439027686079,1.0,,,2020-01-27,si
Ivory Coast,,5.920629782827831,-7.163115603019893,1.0,,,2020-01-27,si
Australia,New South Wales,-22.577337747895335,129.13173812333667,4.0,,,2020-01-27,si
Australia,Victoria,-28.8989332120348,118.4397488426143,1.0,,,2020-01-27,si
China,Hubei,32.16171305226734,112.60148446801942,3554.0,80.0,125.0,2020-01-28,si
China,Guangdong,30.143706804205813,114.3126100242802,207.0,4.0,,2020-01-28,si
China,Zhejiang,42.121106576476706,127.30374685530114,173.0,3.0,,2020-01-28,si
China,Henan,24.443290605101957,107.05712662708976,168.0,,1.0,2020-01-28,si
China,Hunan,24.739581480303105,110.7290802690868,143.0,,,2020-01-28,si
China,Chongqing,35.270371519024394,102.02736202030404,132.0,,,2020-01-28,si
China,Jiangxi,23.806874146979883,116.21625232989503,109.0,3.0,,2020-01-28,si
China,Anhui,29.003286637016547,86.711257442792,106.0,,,2020-01-28,si
China,Shandong,27.41578145671263,111.2977418486829,95.0,,,2020-01-28,si
China,Beijing,46.72881842704545,90.70843707775782,91.0,4.0,1.0,2020-01-28,si
China,Sichuan,22.988413421270753,104.56187851601514,90.0,,,2020-01-28,si
China,Fujian,42.46091326606786,124.21772712494187,80.0,,,2020-01-28,si
China,Jiangsu,39.543313857374656,103.71726810131065,70.0,1.0,,2020-01-28,si
China,Shanghai,25.797861778984693,112.97443475972642,66.0,4.0,1.0,2020-01-28,si
China,Guangxi,39.93479887296956,91.1289188853803,51.0,2.0,,2020-01-28,si
China,Shaanxi,37.66763708146547,105.85542297116329,46.0,,,2020-01-28,si
China,Yunnan,42.87577559334753,121.53505563948816,44.0,,,2020-01-28,si
China,Hainan,34.64644340807534,96.72436587600401,40.0,,1.0,2020-01-28,si
China,Liaoning,29.84105554571608,112.4930089385889,34.0,,,2020-01-28,si
China,Hebei,32.94328370283281,112.56514388414323,33.0,,1.0,2020-01-28,si
China,Heilongjiang,40.68462165484833,113.99187956222644,33.0,,1.0,2020-01-28,si
China,Shanxi,26.4843383145555,117.53049668204469,27.0,,,2020-01-28,si
China,Tianjin,35.83972919353853,107.12774365879822,24.0,,,2020-01-28,si
China,Gansu,48.244212888597495,86.38539031453121,19.0,,,2020-01-28,si
China,Inner Mongolia,38.913435505526536,108.58218348429067,15.0,,,2020-01-28,si
China,Ningxia,37.07260909886254,87.35102268344757,11.0,,,2020-01-28,si
China,Xinjiang,23.0310391616228,106.42936513758829,10.0,,,2020-01-28,si
China,Guizhou,31.465685785337044,100.56153192402935,9.0,,,2020-01-28,si
China,Jilin,40.571964480262984,98.8478052411804,8.0,,,2020-01-28,si
Taiwan,Taiwan,24.50666840911398,120.67694278660845,8.0,,,2020-01-28,si
Hong Kong,Hong Kong,22.350825729503754,114.18813988479863,8.0,,,2020-01-28,si
Macau,Macau,22.1667,113.55,7.0,,,2020-01-28,si
China,Qinghai,51.60757382551576,124.62013385492028,6.0,,,2020-01-28,si
US,Washington,64.92987958272315,-155.24428427259707,1.0,,,2020-01-28,si
US,Illinois,39.52800400788034,-97.38710972894282,1.0,,,2020-01-28,si
US,California,30.37821202091955,-89.12198947650519,2.0,,,2020-01-28,si
US,Arizona,69.4779033137556,-149.66630148175668,1.0,,,2020-01-28,si
Japan,,38.18254047069998,139.47345173214435,7.0,1.0,,2020-01-28,si
Thailand,,17.988350424766207,104.0375647625926,14.0,5.0,,2020-01-28,si
South Korea,,37.3261861058819,126.75529652950217,4.0,,,2020-01-28,si
Singapore,,1.3178479308117326,103.92499546787123,7.0,,,2020-01-28,si
Vietnam,,13.41750922405844,108.94130605377559,2.0,,,2020-01-28,si
France,,48.373726777425134,1.850244454696245,4.0,,,2020-01-28,si
Nepal,,29.018513251987947,82.40023978989407,1.0,,,2020-01-28,si
Malaysia,,3.6692449602844492,102.34454036577574,4.0,,,2020-01-28,si
Canada,Ontario,50.830904781955255,-99.74954851314476,1.0,,,2020-01-28,si
Canada,British Columbia,58.464610763503046,-103.6843101944036,1.0,,,2020-01-28,si
Cambodia,,13.201006399489225,107.1445695856394,1.0,,,2020-01-28,si
Sri Lanka,,7.737186113863004,81.37480835950684,1.0,,,2020-01-28,si
Australia,New South Wales,-20.146529552079492,122.64905577452087,4.0,,,2020-01-28,si
Australia,Victoria,-33.2399046861261,119.96401757634871,1.0,,,2020-01-28,si
Germany,Bavaria,49.88059641655231,9.233313593039707,4.0,,,2020-01-28,si
China,Hubei,40.855076647588305,88.63044913490809,3554.0,88.0,125.0,2020-01-29,si
China,Zhejiang,25.85068310114967,99.18727902727939,296.0,3.0,,2020-01-29,si
China,Guangdong,34.153362610204255,87.30964051452277,277.0,5.0,,2020-01-29,si
China,Hunan,26.04005034014812,118.76154252639878,221.0,,,2020-01-29,si
China,Henan,34.81264838754728,97.24755667965663,206.0,1.0,2.0,2020-01-29,si
China,Anhui,28.08991414527668,91.50463503094703,152.0,2.0,,2020-01-29,si
China,Chongqing,49.944541382608435,121.67787127307574,147.0,1.0,,2020-01-29,si
China,Shandong,29.102949231438444,91.1189380491081,130.0,1.0,,2020-01-29,si
China,Beijing,35.389569715540446,90.44245757133899,111.0,4.0,1.0,2020-01-29,si
China,Jiangxi,29.85164150820374,111.37888678145012,109.0,3.0,,2020-01-29,si
China,Sichuan,35.68897013057432,92.714412766096,108.0,1.0,1.0,2020-01-29,si
China,Jiangsu,40.908244402835464,102.75812287623276,99.0,1.0,,2020-01-29,si
China,Shanghai,32.90925823052906,80.92551301666559,96.0,5.0,1.0,2020-01-29,si
China,Fujian,51.78998934861677,120.6367467623409,84.0,,,2020-01-29,si
China,Guangxi,37.836743902257375,90.23179229664525,58.0,2.0,,2020-01-29,si
China,Shaanxi,42.67046478355765,87.22768524716528,56.0,,,2020-01-29,si
China,Yunnan,35.08427501794782,89.71077979624793,55.0,,,2020-01-29,si
China,Hebei,37.99279746193692,103.78089822284655,48.0,,1.0,2020-01-29,si
China,Hainan,45.77131471000358,117.63776991790833,43.0,,1.0,2020-01-29,si
China,Liaoning,40.69220619787034,102.04083506764303,39.0,1.0,,2020-01-29,si
China,Heilongjiang,39.27713414710895,75.31246416417235,38.0,,1.0,2020-01-29,si
China,Tianjin,30.886246670825543,82.2327002555647,27.0,,,2020-01-29,si
China,Shanxi,25.01735236954571,102.75230856373264,27.0,1.0,,2020-01-29,si
China,Gansu,33.23867728541755,88.94201587618846,24.0,,,2020-01-29,si
China,Inner Mongolia,34.707416281727916,108.23150231893177,16.0,,,2020-01-29,si
China,Xinjiang,27.295128406949285,114.20138743832044,13.0,,,2020-01-29,si
China,Ningxia,36.667473552397865,95.67057544038104,12.0,,,2020-01-29,si
Hong Kong,Hong Kong,22.280006770160558,113.96435313349193,10.0,,,2020-01-29,si
China,Guizhou,31.97283528264451,88.28700221296376,9.0,1.0,,2020-01-29,si
China,Jilin,25.354680300108893,101.38490836117037,9.0,,,2020-01-29,si
Taiwan,Taiwan,22.482457005864337,120.55534383058325,8.0,,,2020-01-29,si
Macau,Macau,22.1667,113.55,7.0,,,2020-01-29,si
China,Qinghai,34.67127939038831,101.9967798356131,6.0,,,2020-01-29,si
